Tm,home_team,away_team,inning,player_name,pitcher,home_score,away_score,game_pk
0,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
1,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
2,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
3,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
4,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
5,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
6,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
7,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
8,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
9,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
10,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
11,AZ,LAD,1,"Wrobleski, Justin",680736,2,0,825050
12,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
13,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
14,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
15,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
16,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
17,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
18,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
19,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
20,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
21,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
22,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
23,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
24,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
25,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
26,AZ,LAD,1,"Wrobleski, Justin",680736,0,0,825050
27,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
28,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
29,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
30,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
31,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
32,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
33,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
34,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
35,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
36,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
37,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
38,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
39,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
40,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
41,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
42,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
43,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
44,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
45,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
46,AZ,LAD,1,"Rodriguez, Eduardo",593958,0,0,825050
47,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
48,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
49,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
50,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
51,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
52,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
53,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
54,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
55,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
56,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
57,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
58,BOS,ATH,1,"Ginn, J.T.",669372,0,1,824724
59,BOS,ATH,1,"Miller, Erik",669062,0,1,824724
60,BOS,ATH,1,"Miller, Erik",669062,0,1,824724
61,BOS,ATH,1,"Miller, Erik",669062,0,1,824724
62,BOS,ATH,1,"Miller, Erik",669062,0,1,824724
63,BOS,ATH,1,"Miller, Erik",669062,0,1,824724
64,BOS,ATH,1,"Miller, Erik",669062,0,1,824724
65,BOS,ATH,1,"Miller, Erik",669062,0,0,824724
66,BOS,ATH,1,"Miller, Erik",669062,0,0,824724
67,BOS,ATH,1,"Miller, Erik",669062,0,0,824724
68,BOS,ATH,1,"Miller, Erik",669062,0,0,824724
69,BOS,ATH,1,"Miller, Erik",669062,0,0,824724
70,BOS,ATH,1,"Miller, Erik",669062,0,0,824724
71,BOS,ATH,1,"Miller, Erik",669062,0,0,824724
72,BOS,ATH,1,"Miller, Erik",669062,0,0,824724
73,BOS,ATH,1,"Miller, Erik",669062,0,0,824724
74,BOS,ATH,1,"Miller, Erik",669062,0,0,824724
75,BOS,ATH,1,"Miller, Erik",669062,0,0,824724
76,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
77,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
78,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
79,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
80,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
81,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
82,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
83,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
84,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
85,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
86,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
87,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
88,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
89,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
90,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
91,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
92,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
93,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
94,CWS,CLE,1,"Cantillo, Joey",676282,1,2,824564
95,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
96,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
97,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
98,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
99,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
100,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
101,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
102,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
103,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
104,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
105,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
106,CWS,CLE,1,"Cantillo, Joey",676282,0,2,824564
107,CWS,CLE,1,"Martin, Davis",663436,0,2,824564
108,CWS,CLE,1,"Martin, Davis",663436,0,2,824564
109,CWS,CLE,1,"Martin, Davis",663436,0,2,824564
110,CWS,CLE,1,"Martin, Davis",663436,0,2,824564
111,CWS,CLE,1,"Martin, Davis",663436,0,2,824564
112,CWS,CLE,1,"Martin, Davis",663436,0,2,824564
113,CWS,CLE,1,"Martin, Davis",663436,0,2,824564
114,CWS,CLE,1,"Martin, Davis",663436,0,2,824564
115,CWS,CLE,1,"Martin, Davis",663436,0,2,824564
116,CWS,CLE,1,"Martin, Davis",663436,0,1,824564
117,CWS,CLE,1,"Martin, Davis",663436,0,1,824564
118,CWS,CLE,1,"Martin, Davis",663436,0,1,824564
119,CWS,CLE,1,"Martin, Davis",663436,0,1,824564
120,CWS,CLE,1,"Martin, Davis",663436,0,0,824564
121,CWS,CLE,1,"Martin, Davis",663436,0,0,824564
122,CWS,CLE,1,"Martin, Davis",663436,0,0,824564
123,CWS,CLE,1,"Martin, Davis",663436,0,0,824564
124,CWS,CLE,1,"Martin, Davis",663436,0,0,824564
125,CWS,CLE,1,"Martin, Davis",663436,0,0,824564
126,CWS,CLE,1,"Martin, Davis",663436,0,0,824564
127,CWS,CLE,1,"Martin, Davis",663436,0,0,824564
128,CWS,CLE,1,"Martin, Davis",663436,0,0,824564
129,CWS,CLE,1,"Martin, Davis",663436,0,0,824564
130,KC,CHC,1,"Boyd, Matthew",571510,0,1,824078
131,KC,CHC,1,"Boyd, Matthew",571510,0,1,824078
132,KC,CHC,1,"Boyd, Matthew",571510,0,1,824078
133,KC,CHC,1,"Boyd, Matthew",571510,0,1,824078
134,KC,CHC,1,"Boyd, Matthew",571510,0,1,824078
135,KC,CHC,1,"Boyd, Matthew",571510,0,1,824078
136,KC,CHC,1,"Boyd, Matthew",571510,0,1,824078
137,KC,CHC,1,"Boyd, Matthew",571510,0,1,824078
138,KC,CHC,1,"Boyd, Matthew",571510,0,1,824078
139,KC,CHC,1,"Dobnak, Randy",677976,0,1,824078
140,KC,CHC,1,"Dobnak, Randy",677976,0,1,824078
141,KC,CHC,1,"Dobnak, Randy",677976,0,1,824078
142,KC,CHC,1,"Dobnak, Randy",677976,0,1,824078
143,KC,CHC,1,"Dobnak, Randy",677976,0,1,824078
144,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
145,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
146,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
147,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
148,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
149,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
150,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
151,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
152,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
153,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
154,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
155,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
156,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
157,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
158,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
159,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
160,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
161,KC,CHC,1,"Dobnak, Randy",677976,0,0,824078
162,MIA,LAA,1,"Rodriguez, Grayson",680570,3,1,823835
163,MIA,LAA,1,"Rodriguez, Grayson",680570,3,1,823835
164,MIA,LAA,1,"Rodriguez, Grayson",680570,3,1,823835
165,MIA,LAA,1,"Rodriguez, Grayson",680570,3,1,823835
166,MIA,LAA,1,"Rodriguez, Grayson",680570,3,1,823835
167,MIA,LAA,1,"Rodriguez, Grayson",680570,3,1,823835
168,MIA,LAA,1,"Rodriguez, Grayson",680570,3,1,823835
169,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
170,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
171,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
172,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
173,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
174,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
175,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
176,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
177,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
178,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
179,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
180,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
181,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
182,MIA,LAA,1,"Rodriguez, Grayson",680570,2,1,823835
183,MIA,LAA,1,"Rodriguez, Grayson",680570,1,1,823835
184,MIA,LAA,1,"Rodriguez, Grayson",680570,1,1,823835
185,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
186,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
187,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
188,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
189,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
190,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
191,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
192,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
193,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
194,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
195,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
196,MIA,LAA,1,"Rodriguez, Grayson",680570,0,1,823835
197,MIA,LAA,1,"Gusto, Ryan",687473,0,1,823835
198,MIA,LAA,1,"Gusto, Ryan",687473,0,1,823835
199,MIA,LAA,1,"Gusto, Ryan",687473,0,1,823835
200,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
201,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
202,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
203,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
204,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
205,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
206,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
207,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
208,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
209,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
210,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
211,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
212,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
213,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
214,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
215,MIA,LAA,1,"Gusto, Ryan",687473,0,0,823835
216,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
217,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
218,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
219,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
220,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
221,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
222,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
223,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
224,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
225,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
226,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
227,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
228,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
229,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
230,MIL,MIN,1,"Prielipp, Connor",687570,1,0,823751
231,MIL,MIN,1,"Prielipp, Connor",687570,0,0,823751
232,MIL,MIN,1,"Prielipp, Connor",687570,0,0,823751
233,MIL,MIN,1,"Prielipp, Connor",687570,0,0,823751
234,MIL,MIN,1,"Prielipp, Connor",687570,0,0,823751
235,MIL,MIN,1,"Prielipp, Connor",687570,0,0,823751
236,MIL,MIN,1,"Prielipp, Connor",687570,0,0,823751
237,MIL,MIN,1,"Misiorowski, Jacob",694819,0,0,823751
238,MIL,MIN,1,"Misiorowski, Jacob",694819,0,0,823751
239,MIL,MIN,1,"Misiorowski, Jacob",694819,0,0,823751
240,MIL,MIN,1,"Misiorowski, Jacob",694819,0,0,823751
241,MIL,MIN,1,"Misiorowski, Jacob",694819,0,0,823751
242,MIL,MIN,1,"Misiorowski, Jacob",694819,0,0,823751
243,MIL,MIN,1,"Misiorowski, Jacob",694819,0,0,823751
244,MIL,MIN,1,"Misiorowski, Jacob",694819,0,0,823751
245,MIL,MIN,1,"Misiorowski, Jacob",694819,0,0,823751
246,MIL,MIN,1,"Misiorowski, Jacob",694819,0,0,823751
247,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
248,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
249,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
250,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
251,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
252,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
253,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
254,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
255,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
256,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
257,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
258,NYY,ATL,1,"Holmes, Grant",656550,0,0,823513
259,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
260,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
261,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
262,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
263,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
264,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
265,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
266,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
267,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
268,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
269,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
270,NYY,ATL,1,"Schlittler, Cam",693645,0,0,823513
271,PHI,TOR,1,"Bieber, Shane",669456,0,0,823425
272,PHI,TOR,1,"Bieber, Shane",669456,0,0,823425
273,PHI,TOR,1,"Bieber, Shane",669456,0,0,823425
274,PHI,TOR,1,"Bieber, Shane",669456,0,0,823425
275,PHI,TOR,1,"Bieber, Shane",669456,0,0,823425
276,PHI,TOR,1,"Bieber, Shane",669456,0,0,823425
277,PHI,TOR,1,"Bieber, Shane",669456,0,0,823425
278,PHI,TOR,1,"Bieber, Shane",669456,0,0,823425
279,PHI,TOR,1,"Bieber, Shane",669456,0,0,823425
280,PHI,TOR,1,"Bieber, Shane",669456,0,0,823425
281,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
282,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
283,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
284,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
285,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
286,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
287,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
288,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
289,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
290,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
291,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
292,PHI,TOR,1,"Luzardo, Jesús",666200,0,0,823425
293,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
294,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
295,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
296,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
297,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
298,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
299,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
300,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
301,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
302,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
303,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
304,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
305,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
306,PIT,NYM,1,"Manaea, Sean",640455,0,2,823345
307,PIT,NYM,1,"Jones, Jared",683003,0,2,823345
308,PIT,NYM,1,"Jones, Jared",683003,0,2,823345
309,PIT,NYM,1,"Jones, Jared",683003,0,2,823345
310,PIT,NYM,1,"Jones, Jared",683003,0,2,823345
311,PIT,NYM,1,"Jones, Jared",683003,0,1,823345
312,PIT,NYM,1,"Jones, Jared",683003,0,1,823345
313,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
314,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
315,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
316,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
317,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
318,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
319,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
320,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
321,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
322,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
323,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
324,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
325,PIT,NYM,1,"Jones, Jared",683003,0,0,823345
326,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
327,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
328,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
329,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
330,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
331,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
332,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
333,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
334,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
335,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
336,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
337,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
338,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
339,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
340,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
341,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
342,SD,HOU,1,"Javier, Cristian",664299,0,0,823268
343,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
344,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
345,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
346,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
347,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
348,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
349,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
350,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
351,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
352,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
353,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
354,SD,HOU,1,"Vásquez, Randy",681190,0,0,823268
355,SF,DET,1,"Melton, Troy",675512,0,0,823190
356,SF,DET,1,"Melton, Troy",675512,0,0,823190
357,SF,DET,1,"Melton, Troy",675512,0,0,823190
358,SF,DET,1,"Melton, Troy",675512,0,0,823190
359,SF,DET,1,"Melton, Troy",675512,0,0,823190
360,SF,DET,1,"Melton, Troy",675512,0,0,823190
361,SF,DET,1,"Melton, Troy",675512,0,0,823190
362,SF,DET,1,"Melton, Troy",675512,0,0,823190
363,SF,DET,1,"Melton, Troy",675512,0,0,823190
364,SF,DET,1,"Melton, Troy",675512,0,0,823190
365,SF,DET,1,"Melton, Troy",675512,0,0,823190
366,SF,DET,1,"Melton, Troy",675512,0,0,823190
367,SF,DET,1,"Melton, Troy",675512,0,0,823190
368,SF,DET,1,"Webb, Logan",657277,0,0,823190
369,SF,DET,1,"Webb, Logan",657277,0,0,823190
370,SF,DET,1,"Webb, Logan",657277,0,0,823190
371,SF,DET,1,"Webb, Logan",657277,0,0,823190
372,SF,DET,1,"Webb, Logan",657277,0,0,823190
373,SF,DET,1,"Webb, Logan",657277,0,0,823190
374,SF,DET,1,"Webb, Logan",657277,0,0,823190
375,SF,DET,1,"Webb, Logan",657277,0,0,823190
376,SF,DET,1,"Webb, Logan",657277,0,0,823190
377,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
378,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
379,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
380,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
381,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
382,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
383,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
384,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
385,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
386,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
387,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
388,SEA,TB,1,"Seymour, Ian",693855,1,0,823104
389,SEA,TB,1,"Seymour, Ian",693855,0,0,823104
390,SEA,TB,1,"Seymour, Ian",693855,0,0,823104
391,SEA,TB,1,"Seymour, Ian",693855,0,0,823104
392,SEA,TB,1,"Seymour, Ian",693855,0,0,823104
393,SEA,TB,1,"Seymour, Ian",693855,0,0,823104
394,SEA,TB,1,"Seymour, Ian",693855,0,0,823104
395,SEA,TB,1,"Seymour, Ian",693855,0,0,823104
396,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
397,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
398,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
399,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
400,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
401,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
402,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
403,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
404,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
405,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
406,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
407,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
408,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
409,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
410,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
411,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
412,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
413,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
414,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
415,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
416,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
417,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
418,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
419,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
420,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
421,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
422,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
423,SEA,TB,1,"Hancock, Emerson",676106,0,0,823104
424,STL,COL,1,"Lorenzen, Michael",547179,1,1,823020
425,STL,COL,1,"Lorenzen, Michael",547179,1,1,823020
426,STL,COL,1,"Lorenzen, Michael",547179,1,1,823020
427,STL,COL,1,"Lorenzen, Michael",547179,1,1,823020
428,STL,COL,1,"Lorenzen, Michael",547179,1,1,823020
