Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Wednesday, Sep 16",CIN,Home,LAD,,,,,,,,,,,,,,,,
"Thursday, Sep 17",CIN,Home,LAD,,,,,,,,,,,,,,,,
"Friday, Sep 18",CIN,Home,CHC,,,,,,,,,,,,,,,,
"Saturday, Sep 19",CIN,Home,CHC,,,,,,,,,,,,,,,,
"Sunday, Sep 20",CIN,Home,CHC,,,,,,,,,,,,,,,,
"Tuesday, Sep 22",CIN,@,ATL,,,,,,,,,,,,,,,,
"Wednesday, Sep 23",CIN,@,ATL,,,,,,,,,,,,,,,,
"Thursday, Sep 24",CIN,@,ATL,,,,,,,,,,,,,,,,
"Friday, Sep 25",CIN,@,TOR,,,,,,,,,,,,,,,,
"Saturday, Sep 26",CIN,@,TOR,,,,,,,,,,,,,,,,
"Thursday, Mar 26",CLE,@,SEA,W,6.0,4.0,9.0,1-0,1.0,Tied,Brogdon,Speier,Smith,2:40,N,44938.0,.79,1.0,
"Friday, Mar 27",CLE,@,SEA,L,1.0,5.0,9.0,1-1,2.0,1.0,Kirby,Williams,None,2:32,N,36987.0,.68,-1.0,
"Saturday, Mar 28",CLE,@,SEA,W,6.0,5.0,10.0,2-1,1.0,Tied,Smith,Muñoz,Brogdon,3:23,N,43283.0,.75,1.0,
"Sunday, Mar 29",CLE,@,SEA,L,0.0,8.0,9.0,2-2,2.0,0.5,Hancock,Cecconi,Criswell,2:38,D,30800.0,.73,-1.0,
"Monday, Mar 30",CLE,@,LAD,W,4.0,2.0,9.0,3-2,1.0,up 0.5,Messick,Sasaki,None,2:34,N,52173.0,1.18,1.0,
"Tuesday, Mar 31",CLE,@,LAD,L,1.0,4.0,9.0,3-3,1.0,Tied,Ohtani,Bibee,None,2:54,N,53614.0,1.16,-1.0,
"Wednesday, Apr 1",CLE,@,LAD,W,4.0,1.0,9.0,4-3,1.0,Tied,Williams,Yamamoto,None,2:27,N,45556.0,1.15,1.0,
"Friday, Apr 3",CLE,Home,CHC,W,4.0,1.0,9.0,5-3,1.0,up 1.0,Brogdon,Harvey,Smith,2:33,D,37360.0,.81,2.0,
"Sunday, Apr 5 (1)",CLE,Home,CHC,L,0.0,1.0,9.0,5-4,1.0,up 1.5,Thielbar,Brogdon,Palencia,2:37,D,,1.09,-1.0,
"Sunday, Apr 5 (2)",CLE,Home,CHC,W,6.0,5.0,9.0,6-4,1.0,up 1.5,Armstrong,Webb,Smith,2:57,D,19791.0,.77,1.0,
"Monday, Apr 6",CLE,Home,KCR,L,2.0,4.0,9.0,6-5,1.0,up 0.5,Wacha,Pallette,Erceg,2:38,N,13143.0,.97,-1.0,
"Tuesday, Apr 7",CLE,Home,KCR,W-wo,2.0,1.0,9.0,7-5,1.0,up 1.5,Smith,Schreiber,None,2:42,D,10328.0,1.26,1.0,
"Wednesday, Apr 8",CLE,Home,KCR,W,10.0,2.0,9.0,8-5,1.0,up 1.5,Cantillo,Ragans,Festa,2:47,D,14734.0,.99,2.0,
"Friday, Apr 10",CLE,@,ATL,L,5.0,11.0,9.0,8-6,1.0,up 1.0,Kinley,Cecconi,None,2:39,N,40363.0,.36,-1.0,
"Saturday, Apr 11",CLE,@,ATL,W,6.0,0.0,9.0,9-6,1.0,up 1.0,Messick,Pérez,None,2:42,N,40195.0,1.19,1.0,
"Sunday, Apr 12",CLE,@,ATL,L,1.0,13.0,9.0,9-7,1.0,Tied,Sale,Bibee,Dodd,2:46,N,29084.0,.89,-1.0,
"Monday, Apr 13",CLE,@,STL,W,9.0,3.0,9.0,10-7,1.0,Tied,Williams,Liberatore,None,2:57,N,17901.0,1.29,1.0,
"Tuesday, Apr 14",CLE,@,STL,L-wo,5.0,6.0,10.0,10-8,2.0,1.0,O'Brien,Herrin,None,2:52,N,20772.0,1.25,-1.0,
"Wednesday, Apr 15",CLE,@,STL,L,3.0,5.0,9.0,10-9,2.0,1.0,May,Brogdon,O'Brien,2:55,D,22642.0,1.47,-2.0,
"Thursday, Apr 16",CLE,Home,BAL,W,4.0,2.0,9.0,11-9,2.0,0.5,Messick,Baz,Smith,2:28,N,14748.0,.97,1.0,
"Friday, Apr 17",CLE,Home,BAL,L,4.0,6.0,9.0,11-10,2.0,0.5,Garcia,Sabrowski,Helsley,3:07,N,23988.0,1.13,-1.0,
"Saturday, Apr 18",CLE,Home,BAL,W,4.0,2.0,9.0,12-10,1.0,up 0.5,Williams,Kremer,Smith,2:20,N,20783.0,1.44,1.0,
"Sunday, Apr 19",CLE,Home,BAL,W,8.0,4.0,9.0,13-10,1.0,up 0.5,Festa,Rogers,None,2:35,D,17408.0,1.35,2.0,
"Monday, Apr 20",CLE,Home,HOU,L,2.0,9.0,9.0,13-11,1.0,up 0.5,Arrighetti,Cecconi,None,2:46,N,12565.0,1.75,-1.0,
"Tuesday, Apr 21",CLE,Home,HOU,W,8.0,5.0,9.0,14-11,1.0,up 1.0,Pallette,De Los Santos,None,2:52,N,15448.0,1.01,1.0,
"Wednesday, Apr 22",CLE,Home,HOU,L,0.0,2.0,9.0,14-12,1.0,up 0.5,Lambert,Bibee,De Los Santos,2:39,D,15722.0,1.42,-1.0,
"Friday, Apr 24",CLE,@,TOR,W,8.0,6.0,9.0,15-12,1.0,up 1.0,Williams,Scherzer,Smith,2:42,N,41671.0,1.47,1.0,
"Saturday, Apr 25",CLE,@,TOR,L,3.0,5.0,9.0,15-13,1.0,up 1.0,Gausman,Cantillo,Varland,2:35,D,41543.0,1.14,-1.0,
"Sunday, Apr 26",CLE,@,TOR,L,2.0,4.0,9.0,15-14,1.0,Tied,Fisher,Cecconi,Varland,2:35,D,41136.0,1.34,-2.0,
"Monday, Apr 27",CLE,Home,TBR,L,2.0,3.0,9.0,15-15,2.0,0.5,Matz,Gaddis,Baker,2:28,N,18029.0,1.21,-3.0,
"Tuesday, Apr 28",CLE,Home,TBR,L,0.0,1.0,9.0,15-16,2.0,0.5,Martinez,Bibee,Sulser,2:29,N,16213.0,.85,-4.0,
"Wednesday, Apr 29",CLE,Home,TBR,W,3.0,1.0,9.0,16-16,1.0,up 0.5,Williams,Rasmussen,Smith,2:22,D,14196.0,1.21,1.0,
"Friday, May 1",CLE,@,ATH,W,8.0,5.0,9.0,17-16,1.0,up 1.0,Sabrowski,Ginn,Smith,3:11,N,12122.0,.87,2.0,
"Saturday, May 2",CLE,@,ATH,W,14.0,6.0,9.0,18-16,1.0,up 1.0,Cecconi,Lopez,None,2:59,D,11390.0,1.62,3.0,
"Sunday, May 3",CLE,@,ATH,L,1.0,7.0,9.0,18-17,1.0,Tied,Civale,Messick,None,2:20,D,12194.0,1.85,-1.0,
"Monday, May 4",CLE,@,KCR,L,2.0,6.0,9.0,18-18,1.0,Tied,Wacha,Bibee,None,2:13,N,16434.0,1.21,-2.0,
"Tuesday, May 5",CLE,@,KCR,L,3.0,5.0,9.0,18-19,1.0,Tied,Kolek,Williams,Erceg,2:06,N,13102.0,1.23,-3.0,
"Wednesday, May 6",CLE,@,KCR,W,3.0,1.0,9.0,19-19,1.0,up 1.0,Cantillo,Avila,Smith,2:49,N,13039.0,1.19,1.0,
"Thursday, May 7",CLE,@,KCR,W,8.0,5.0,9.0,20-19,1.0,up 1.5,Cecconi,Lugo,Smith,3:04,D,24892.0,1.55,2.0,
"Friday, May 8",CLE,Home,MIN,W,6.0,4.0,9.0,21-19,1.0,up 2.5,Messick,Prielipp,Smith,2:57,N,19030.0,1.45,3.0,
"Saturday, May 9",CLE,Home,MIN,L,1.0,2.0,11.0,21-20,1.0,up 1.5,Orze,Pallette,Garcia,3:27,N,28230.0,.71,-1.0,
"Sunday, May 10",CLE,Home,MIN,L,4.0,5.0,9.0,21-21,1.0,up 1.0,Rojas,Williams,Gómez,2:53,D,22475.0,1.29,-2.0,
"Monday, May 11",CLE,Home,LAA,W,7.0,2.0,9.0,22-21,1.0,up 1.5,Cantillo,Suter,None,3:01,N,15492.0,1.27,1.0,
"Tuesday, May 12",CLE,Home,LAA,W,3.0,2.0,9.0,23-21,1.0,up 1.5,Gaddis,Ureña,Smith,2:47,N,16355.0,1.47,2.0,
"Wednesday, May 13",CLE,Home,LAA,W,4.0,2.0,9.0,24-21,1.0,up 1.5,Messick,Detmers,Smith,2:29,D,21142.0,1.22,3.0,
"Friday, May 15",CLE,Home,CIN,L,6.0,7.0,9.0,24-22,1.0,up 1.0,Abbott,Bibee,Antone,3:00,N,27903.0,1.04,-1.0,
"Saturday, May 16",CLE,Home,CIN,W,7.0,4.0,9.0,25-22,1.0,up 1.0,Sabrowski,Moll,Smith,2:48,N,33331.0,1.14,1.0,
"Sunday, May 17",CLE,Home,CIN,W,10.0,3.0,9.0,26-22,1.0,up 1.0,Williams,Singer,None,2:27,D,27388.0,1.50,2.0,
"Monday, May 18",CLE,@,DET,W,8.0,2.0,9.0,27-22,1.0,up 2.0,Cecconi,Valdez,None,2:44,N,18913.0,1.31,3.0,
"Tuesday, May 19",CLE,@,DET,W,4.0,3.0,9.0,28-22,1.0,up 2.0,Holderman,Holton,Smith,2:27,N,21239.0,2.04,4.0,
"Wednesday, May 20",CLE,@,DET,W,3.0,2.0,10.0,29-22,1.0,up 3.0,Holderman,Holton,Smith,2:44,N,20450.0,1.72,5.0,
"Thursday, May 21",CLE,@,DET,W,3.0,1.0,9.0,30-22,1.0,up 3.5,Cantillo,Mize,Gaddis,2:40,D,25687.0,1.45,6.0,
"Friday, May 22",CLE,@,PHI,W,1.0,0.0,9.0,31-22,1.0,up 3.5,Williams,Duran,Smith,2:05,N,38092.0,1.19,7.0,
"Saturday, May 23",CLE,@,PHI,L,0.0,3.0,9.0,31-23,1.0,up 3.5,Wheeler,Cecconi,Duran,2:36,D,36125.0,1.58,-1.0,
"Sunday, May 24",CLE,@,PHI,W,3.0,1.0,9.0,32-23,1.0,up 4.5,Messick,Painter,Smith,2:31,D,37808.0,1.47,1.0,
"Monday, May 25",CLE,Home,WSN,L,2.0,10.0,9.0,32-24,1.0,up 3.5,Littell,Bibee,None,2:31,N,25494.0,.94,-1.0,
"Tuesday, May 26",CLE,Home,WSN,L,3.0,6.0,9.0,32-25,1.0,up 3.5,Cavalli,Cantillo,Parker,2:43,N,21473.0,1.29,-2.0,
"Wednesday, May 27",CLE,Home,WSN,W,3.0,2.0,9.0,33-25,1.0,up 3.5,Williams,Mikolas,Smith,2:22,D,19559.0,1.37,1.0,
"Friday, May 29",CLE,Home,BOS,W,4.0,3.0,9.0,34-25,1.0,up 3.0,Holderman,Samaniego,Smith,2:14,N,34404.0,1.81,2.0,
"Saturday, May 30",CLE,Home,BOS,L,1.0,9.0,9.0,34-26,1.0,up 2.0,Gray,Festa,None,2:52,D,35740.0,1.89,-1.0,
"Sunday, May 31",CLE,Home,BOS,L,4.0,9.0,9.0,34-27,1.0,up 1.0,Morán,Holderman,None,2:51,D,28798.0,1.47,-2.0,
"Tuesday, Jun 2",CLE,@,NYY,W,9.0,4.0,9.0,35-27,1.0,up 2.5,Holderman,Schlittler,None,3:14,N,41045.0,1.58,1.0,
"Wednesday, Jun 3",CLE,@,NYY,W,5.0,4.0,9.0,36-27,1.0,up 2.5,Williams,Cole,Smith,2:37,N,37683.0,1.06,2.0,
"Thursday, Jun 4",CLE,@,NYY,L,1.0,2.0,9.0,36-28,1.0,up 2.0,Headrick,Heuer,Bednar,2:20,D,39504.0,1.35,-1.0,
"Friday, Jun 5",CLE,@,TEX,L,2.0,3.0,9.0,36-29,1.0,up 2.0,Gray,Messick,Latz,2:34,N,27738.0,1.38,-2.0,
"Saturday, Jun 6",CLE,@,TEX,W,6.0,0.0,9.0,37-29,1.0,up 2.0,Bibee,Leiter,None,2:41,N,31608.0,1.62,1.0,
"Sunday, Jun 7",CLE,@,TEX,L,0.0,10.0,9.0,37-30,1.0,up 2.0,deGrom,Cantillo,None,2:31,D,34851.0,1.39,-1.0,
"Monday, Jun 8",CLE,Home,NYY,L,5.0,7.0,10.0,37-31,1.0,up 1.5,Bednar,Armstrong,None,3:41,N,29517.0,1.35,-2.0,
"Tuesday, Jun 9",CLE,Home,NYY,L,2.0,3.0,9.0,37-32,1.0,up 0.5,Doval,Herrin,Cruz,3:02,N,27154.0,1.47,-3.0,
"Wednesday, Jun 10",CLE,Home,NYY,L,4.0,8.0,9.0,37-33,2.0,0.5,Rodón,Messick,None,2:48,D,31586.0,2.15,-4.0,
"Friday, Jun 12",CLE,Home,DET,W,3.0,2.0,9.0,38-33,2.0,0.5,Bibee,Flaherty,Smith,2:20,N,35427.0,1.39,1.0,
"Saturday, Jun 13",CLE,Home,DET,W,3.0,1.0,9.0,39-33,1.0,up 0.5,Cantillo,Skubal,Smith,2:28,D,32683.0,.99,2.0,
"Tuesday, Jun 16",CLE,@,MIL,L,1.0,2.0,9.0,39-34,1.0,Tied,Ashby,Gaddis,Megill,2:28,N,30025.0,1.31,-1.0,
"Wednesday, Jun 17",CLE,@,MIL,L,4.0,9.0,9.0,39-35,1.0,Tied,Patrick,Williams,None,2:28,N,30452.0,1.47,-2.0,
"Thursday, Jun 18",CLE,@,MIL,W,4.0,2.0,9.0,40-35,1.0,Tied,Messick,Anderson,Smith,3:06,D,36386.0,1.87,1.0,
"Friday, Jun 19",CLE,@,HOU,L,3.0,9.0,9.0,40-36,1.0,Tied,Imai,Bibee,None,2:39,N,33279.0,1.15,-1.0,
"Saturday, Jun 20",CLE,@,HOU,W,8.0,1.0,9.0,41-36,1.0,up 1.0,Cantillo,Arrighetti,None,2:25,N,32678.0,1.57,1.0,
"Sunday, Jun 21",CLE,@,HOU,,,,,,,,,,,,,,,,
"Monday, Jun 22",CLE,@,CHW,,,,,,,,,,,,,,,,
"Tuesday, Jun 23",CLE,@,CHW,,,,,,,,,,,,,,,,
"Wednesday, Jun 24",CLE,@,CHW,,,,,,,,,,,,,,,,
"Friday, Jun 26",CLE,Home,SEA,,,,,,,,,,,,,,,,
"Saturday, Jun 27",CLE,Home,SEA,,,,,,,,,,,,,,,,
"Sunday, Jun 28",CLE,Home,SEA,,,,,,,,,,,,,,,,
"Monday, Jun 29",CLE,Home,TEX,,,,,,,,,,,,,,,,
"Tuesday, Jun 30",CLE,Home,TEX,,,,,,,,,,,,,,,,
"Wednesday, Jul 1",CLE,Home,TEX,,,,,,,,,,,,,,,,
"Thursday, Jul 2",CLE,Home,CHW,,,,,,,,,,,,,,,,
"Friday, Jul 3",CLE,Home,CHW,,,,,,,,,,,,,,,,
"Saturday, Jul 4",CLE,Home,CHW,,,,,,,,,,,,,,,,
"Sunday, Jul 5",CLE,Home,CHW,,,,,,,,,,,,,,,,
"Tuesday, Jul 7",CLE,@,MIN,,,,,,,,,,,,,,,,
"Wednesday, Jul 8",CLE,@,MIN,,,,,,,,,,,,,,,,
"Thursday, Jul 9",CLE,@,MIN,,,,,,,,,,,,,,,,
"Friday, Jul 10",CLE,@,MIA,,,,,,,,,,,,,,,,
"Saturday, Jul 11",CLE,@,MIA,,,,,,,,,,,,,,,,
"Sunday, Jul 12",CLE,@,MIA,,,,,,,,,,,,,,,,
"Friday, Jul 17",CLE,Home,PIT,,,,,,,,,,,,,,,,
"Saturday, Jul 18",CLE,Home,PIT,,,,,,,,,,,,,,,,
"Sunday, Jul 19",CLE,Home,PIT,,,,,,,,,,,,,,,,
"Monday, Jul 20",CLE,Home,MIN,,,,,,,,,,,,,,,,
"Tuesday, Jul 21",CLE,Home,MIN,,,,,,,,,,,,,,,,
"Wednesday, Jul 22",CLE,Home,MIN,,,,,,,,,,,,,,,,
"Thursday, Jul 23",CLE,Home,MIN,,,,,,,,,,,,,,,,
"Friday, Jul 24",CLE,@,TBR,,,,,,,,,,,,,,,,
"Saturday, Jul 25",CLE,@,TBR,,,,,,,,,,,,,,,,
"Sunday, Jul 26",CLE,@,TBR,,,,,,,,,,,,,,,,
"Monday, Jul 27",CLE,@,CIN,,,,,,,,,,,,,,,,
"Tuesday, Jul 28",CLE,@,CIN,,,,,,,,,,,,,,,,
"Wednesday, Jul 29",CLE,@,CIN,,,,,,,,,,,,,,,,
"Friday, Jul 31",CLE,Home,ARI,,,,,,,,,,,,,,,,
"Saturday, Aug 1",CLE,Home,ARI,,,,,,,,,,,,,,,,
"Sunday, Aug 2",CLE,Home,ARI,,,,,,,,,,,,,,,,
"Tuesday, Aug 4",CLE,Home,NYM,,,,,,,,,,,,,,,,
"Wednesday, Aug 5",CLE,Home,NYM,,,,,,,,,,,,,,,,
"Thursday, Aug 6",CLE,Home,NYM,,,,,,,,,,,,,,,,
"Friday, Aug 7",CLE,@,CHW,,,,,,,,,,,,,,,,
"Saturday, Aug 8",CLE,@,CHW,,,,,,,,,,,,,,,,
"Sunday, Aug 9",CLE,@,CHW,,,,,,,,,,,,,,,,
"Tuesday, Aug 11",CLE,@,DET,,,,,,,,,,,,,,,,
"Wednesday, Aug 12",CLE,@,DET,,,,,,,,,,,,,,,,
"Thursday, Aug 13",CLE,@,DET,,,,,,,,,,,,,,,,
"Friday, Aug 14",CLE,Home,SDP,,,,,,,,,,,,,,,,
"Saturday, Aug 15",CLE,Home,SDP,,,,,,,,,,,,,,,,
"Sunday, Aug 16",CLE,Home,SDP,,,,,,,,,,,,,,,,
"Tuesday, Aug 18",CLE,Home,SFG,,,,,,,,,,,,,,,,
"Wednesday, Aug 19",CLE,Home,SFG,,,,,,,,,,,,,,,,
"Thursday, Aug 20",CLE,Home,SFG,,,,,,,,,,,,,,,,
"Friday, Aug 21",CLE,@,COL,,,,,,,,,,,,,,,,
"Saturday, Aug 22",CLE,@,COL,,,,,,,,,,,,,,,,
"Sunday, Aug 23",CLE,@,COL,,,,,,,,,,,,,,,,
"Monday, Aug 24",CLE,@,LAA,,,,,,,,,,,,,,,,
"Tuesday, Aug 25",CLE,@,LAA,,,,,,,,,,,,,,,,
"Wednesday, Aug 26",CLE,@,LAA,,,,,,,,,,,,,,,,
"Friday, Aug 28",CLE,Home,KCR,,,,,,,,,,,,,,,,
"Saturday, Aug 29",CLE,Home,KCR,,,,,,,,,,,,,,,,
"Sunday, Aug 30",CLE,Home,KCR,,,,,,,,,,,,,,,,
"Tuesday, Sep 1",CLE,Home,TOR,,,,,,,,,,,,,,,,
"Wednesday, Sep 2",CLE,Home,TOR,,,,,,,,,,,,,,,,
"Thursday, Sep 3",CLE,Home,TOR,,,,,,,,,,,,,,,,
"Friday, Sep 4",CLE,Home,DET,,,,,,,,,,,,,,,,
"Friday, Sep 4",CLE,Home,DET,,,,,,,,,,,,,,,,
"Saturday, Sep 5",CLE,Home,DET,,,,,,,,,,,,,,,,
"Sunday, Sep 6",CLE,Home,DET,,,,,,,,,,,,,,,,
"Monday, Sep 7",CLE,@,BAL,,,,,,,,,,,,,,,,
"Tuesday, Sep 8",CLE,@,BAL,,,,,,,,,,,,,,,,
"Wednesday, Sep 9",CLE,@,BAL,,,,,,,,,,,,,,,,
"Friday, Sep 11",CLE,@,MIN,,,,,,,,,,,,,,,,
"Saturday, Sep 12",CLE,@,MIN,,,,,,,,,,,,,,,,
"Sunday, Sep 13",CLE,@,MIN,,,,,,,,,,,,,,,,
"Monday, Sep 14",CLE,Home,CHW,,,,,,,,,,,,,,,,
"Tuesday, Sep 15",CLE,Home,CHW,,,,,,,,,,,,,,,,
"Wednesday, Sep 16",CLE,Home,CHW,,,,,,,,,,,,,,,,
"Friday, Sep 18",CLE,Home,ATH,,,,,,,,,,,,,,,,
"Saturday, Sep 19",CLE,Home,ATH,,,,,,,,,,,,,,,,
"Sunday, Sep 20",CLE,Home,ATH,,,,,,,,,,,,,,,,
"Tuesday, Sep 22",CLE,@,BOS,,,,,,,,,,,,,,,,
"Wednesday, Sep 23",CLE,@,BOS,,,,,,,,,,,,,,,,
"Thursday, Sep 24",CLE,@,BOS,,,,,,,,,,,,,,,,
"Friday, Sep 25",CLE,@,KCR,,,,,,,,,,,,,,,,
"Saturday, Sep 26",CLE,@,KCR,,,,,,,,,,,,,,,,
"Friday, Mar 27",COL,@,MIA,L,1.0,2.0,9.0,0-1,2.0,1.5,Alcantara,Freeland,Fairbanks,2:26,N,32459.0,1.05,-1.0,
"Saturday, Mar 28",COL,@,MIA,L,3.0,4.0,9.0,0-2,3.0,2.5,Faucher,Hill,Fairbanks,2:34,D,10160.0,.79,-2.0,
"Sunday, Mar 29",COL,@,MIA,L-wo,3.0,4.0,9.0,0-3,3.0,3.0,Petersen,Vodnik,None,2:44,D,17355.0,1.42,-3.0,
"Monday, Mar 30",COL,@,TOR,W,14.0,5.0,9.0,1-3,2.0,2.0,Dollander,Varland,None,3:11,N,35490.0,.62,1.0,
"Tuesday, Mar 31",COL,@,TOR,L,1.0,5.0,9.0,1-4,4.0,3.0,Scherzer,Mejia,None,2:53,N,38871.0,1.05,-1.0,
"Wednesday, Apr 1",COL,@,TOR,W,2.0,1.0,10.0,2-4,3.0,2.0,Bernardino,Little,Herget,3:11,D,37208.0,.94,1.0,
"Friday, Apr 3",COL,Home,PHI,L,1.0,10.0,9.0,2-5,4.0,3.0,Nola,Lorenzen,None,2:34,D,48366.0,.94,-1.0,
"Saturday, Apr 4",COL,Home,PHI,L,1.0,2.0,9.0,2-6,5.0,4.0,Luzardo,Dollander,Duran,2:39,N,39718.0,.87,-2.0,
"Sunday, Apr 5",COL,Home,PHI,W,4.0,1.0,9.0,3-6,4.0,4.0,Sugano,Walker,Vodnik,2:16,D,29757.0,.75,1.0,
"Monday, Apr 6",COL,Home,HOU,W,9.0,7.0,9.0,4-6,4.0,4.0,Feltner,Weiss,Mejia,2:40,N,16301.0,.73,2.0,
"Tuesday, Apr 7",COL,Home,HOU,W,5.0,1.0,9.0,5-6,2.0,4.0,Freeland,Burrows,Senzatela,2:18,N,17328.0,.26,3.0,
"Wednesday, Apr 8",COL,Home,HOU,W,9.0,1.0,9.0,6-6,2.0,3.0,Lorenzen,Blubaugh,Agnos,3:00,D,15189.0,.87,4.0,
"Thursday, Apr 9",COL,@,SDP,L-wo,3.0,7.0,12.0,6-7,4.0,3.5,Morgan,Bellozo,None,3:52,N,41390.0,.83,-1.0,
"Friday, Apr 10",COL,@,SDP,L-wo,2.0,5.0,9.0,6-8,4.0,4.5,Miller,Mejia,None,2:32,N,42454.0,.75,-2.0,
"Saturday, Apr 11",COL,@,SDP,L,5.0,9.0,9.0,6-9,4.0,5.5,Márquez,Feltner,Adam,2:58,N,42318.0,.71,-3.0,
"Sunday, Apr 12",COL,@,SDP,L,2.0,7.0,9.0,6-10,4.0,5.5,Morgan,Herget,None,2:50,D,39786.0,.63,-4.0,
"Tuesday, Apr 14",COL,@,HOU,L,6.0,7.0,9.0,6-11,4.0,7.0,Blubaugh,Lorenzen,De Los Santos,2:55,N,29536.0,.85,-5.0,
"Wednesday, Apr 15",COL,@,HOU,L,1.0,3.0,9.0,6-12,4.0,8.0,Arrighetti,Quintana,De Los Santos,2:40,N,28298.0,.38,-6.0,
"Thursday, Apr 16",COL,@,HOU,W,3.0,2.0,9.0,7-12,4.0,7.5,Dollander,Roa,Vodnik,3:08,N,27842.0,.59,1.0,
"Friday, Apr 17",COL,Home,LAD,L,1.0,7.0,9.0,7-13,5.0,8.5,Glasnow,Sugano,None,2:32,N,28783.0,.64,-1.0,
"Saturday, Apr 18",COL,Home,LAD,W,4.0,3.0,9.0,8-13,5.0,7.5,Bernardino,Klein,Vodnik,2:35,N,47925.0,.30,1.0,
"Sunday, Apr 19",COL,Home,LAD,W,9.0,6.0,9.0,9-13,4.0,6.5,Senzatela,Treinen,None,3:07,D,42677.0,.75,2.0,
"Monday, Apr 20",COL,Home,LAD,L,3.0,12.0,9.0,9-14,5.0,7.5,Wrobleski,Quintana,None,2:47,N,27261.0,1.23,-1.0,
"Tuesday, Apr 21",COL,Home,SDP,L,0.0,1.0,9.0,9-15,5.0,7.5,Vásquez,Dollander,Morejón,2:27,N,15672.0,.55,-2.0,
"Wednesday, Apr 22",COL,Home,SDP,W,8.0,3.0,9.0,10-15,5.0,6.5,Sugano,Buehler,None,3:10,N,18114.0,.65,1.0,
"Thursday, Apr 23",COL,Home,SDP,L,8.0,10.0,9.0,10-16,5.0,7.5,Marinaccio,Vodnik,Miller,3:06,D,25973.0,.59,-1.0,
"Friday, Apr 24",COL,@,NYM,W,4.0,3.0,9.0,11-16,5.0,7.0,Lorenzen,Peralta,Senzatela,2:35,N,36233.0,.52,1.0,
"Sunday, Apr 26 (1)",COL,@,NYM,W,3.0,1.0,9.0,12-16,5.0,6.5,Quintana,McLean,Vodnik,2:43,D,,.73,2.0,
"Sunday, Apr 26 (2)",COL,@,NYM,W,3.0,0.0,9.0,13-16,5.0,6.5,Dollander,Senga,Agnos,2:28,D,38155.0,.78,3.0,
"Tuesday, Apr 28",COL,@,CIN,L,2.0,7.0,9.0,13-17,5.0,7.0,Burns,Freeland,None,2:26,N,24152.0,.47,-1.0,
"Wednesday, Apr 29",COL,@,CIN,W,13.0,2.0,9.0,14-17,4.0,6.0,Sugano,Williamson,None,2:42,N,17823.0,.53,1.0,
"Thursday, Apr 30",COL,@,CIN,L,4.0,6.0,9.0,14-18,4.0,6.5,Abbott,Lorenzen,None,2:16,D,17211.0,.87,-1.0,
"Friday, May 1",COL,Home,ATL,L,6.0,8.0,9.0,14-19,4.0,6.5,Fuentes,Mejia,Suarez,2:44,N,23548.0,.83,-2.0,
"Saturday, May 2",COL,Home,ATL,L,1.0,9.0,9.0,14-20,4.0,6.5,Sale,Bernardino,None,2:33,N,38569.0,.70,-3.0,
"Sunday, May 3",COL,Home,ATL,L,6.0,11.0,9.0,14-21,4.0,7.5,Bummer,Freeland,None,3:08,D,32994.0,.25,-4.0,
"Monday, May 4",COL,Home,NYM,L,2.0,4.0,9.0,14-22,5.0,8.5,Peterson,Sugano,Williams,2:15,D,15564.0,.53,-5.0,
"Wednesday, May 6",COL,Home,NYM,L,5.0,10.0,9.0,14-23,4.0,9.0,Peralta,Lorenzen,Williams,3:03,N,11155.0,.80,-6.0,
"Thursday, May 7",COL,Home,NYM,W,6.0,2.0,9.0,15-23,4.0,8.5,Senzatela,Kimbrel,None,2:49,D,13378.0,.21,1.0,
"Friday, May 8",COL,@,PHI,W,9.0,7.0,11.0,16-23,4.0,8.5,Vodnik,Keller,Mejia,3:34,N,39478.0,.71,2.0,
"Saturday, May 9",COL,@,PHI,L,3.0,9.0,9.0,16-24,4.0,8.5,Mayza,Freeland,None,2:36,N,38043.0,.35,-1.0,
"Sunday, May 10",COL,@,PHI,L,0.0,6.0,9.0,16-25,5.0,8.5,Sánchez,Sugano,None,2:25,D,44620.0,.56,-2.0,
"Tuesday, May 12",COL,@,PIT,L,1.0,3.0,9.0,16-26,5.0,8.5,Skenes,Lorenzen,Soto,2:34,N,13516.0,.53,-3.0,
"Wednesday, May 13",COL,@,PIT,W,10.0,4.0,9.0,17-26,5.0,8.5,Senzatela,Keller,None,2:29,N,10554.0,.41,1.0,
"Thursday, May 14",COL,@,PIT,L,2.0,7.0,9.0,17-27,5.0,9.0,Mlodzinski,Dollander,None,2:34,D,19101.0,.44,-1.0,
"Friday, May 15",COL,Home,ARI,L,1.0,9.0,9.0,17-28,5.0,10.0,Kelly,Freeland,None,2:32,N,27557.0,.45,-2.0,
"Saturday, May 16",COL,Home,ARI,W,4.0,2.0,9.0,18-28,5.0,10.0,Sugano,Rodríguez,Senzatela,3:07,D,34405.0,.41,1.0,
"Sunday, May 17",COL,Home,ARI,L,6.0,8.0,9.0,18-29,5.0,11.0,Soroka,Lorenzen,Sewald,2:59,D,24955.0,.49,-1.0,
"Monday, May 18",COL,Home,TEX,W,7.0,6.0,9.0,19-29,5.0,10.5,Quintana,Gore,Mejia,2:46,N,16126.0,.24,1.0,
